"recno","Timestamp","Observer","Location","Desg","Date","m1","diam","dc","pa","scope","comments","url"
"1625","2003-11-28 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2003 O2 (LINEAR) *","2003/11/28","18.4","<8""","8/9","none","0.41m SCT/ccd....","Very difficult, even in deep skies; tiny",""
"1626","2003-11-28 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2002 T7 (LINEAR)","2003/11/28","10.8 (m2)","86"" x 82""","4/9","108","0.41m SCT/ccd....","Comet is developing at a very fast rate, with a very fine outer coma now clearly evident, making the overall diameter of this comet less elliptical than previously; the tail continues broad and blunt in PA 108 deg.; many fine streamers are noted on the SE quadrant ejecting in the same PA as the broad tail",""
"1628","2003-11-28 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","123P West-Hartley","2003/11/28","14.4","11""","7/9","300","0.41m SCT/ccd....","Beautiful comet with very fine tailin PA 300 deg., for 106"" length; very distinct stellar nucleus (m2=17.1ccd) with very thin nebulous coma surrounding",""
"1630","2003-11-29 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2002 T7 (LINEAR)","2003/11/29","10.7 (m2)","70 x 72""","5/9","109","0.41m SCT/ccd....","Tail is just as broad a wide head of comet, extends only a short distance in PA 109 deg, with several fine streamers emanating from SE edge of coma; little change from previous night; NOTE that very short exposures reveal a dark ""notch"" in inner coma on EAST side of nucleus; very conspicuous as if inner coma wraps around nuclear center and passes eastward; this is not seen in saturated images, but suspect that this is visible visually","t7_Nov29.jpg"
"1632","2003-11-29 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2001 HT50 (LINEAR-NEAT)","2003/11/29","13.1 (*)","41""","6/9","n/a","0.41m SCT/ccd....","Quite large and round, no tail in moonlight",""
"1635","2003-11-29 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","123P West-Hartley","2003/11/29","14.8","14""","7/9","299","0.41m SCT/ccd....","Very fine tail, 85"" length, in PA 299 deg.; very fine softly diffuse coma with strong central conds.",""
"1638","2003-11-30 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 V1 (LINEAR)","2003/11/30","16.3","10""","5/9","none","0.41m SCT/ccd....","Very unsteady conditions, but comet is noticeably brighter than on previous observations; fairly diffuse",""
"1640","2003-11-30 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","40P Vaisala","2003/11/30","15.2 (*)","13""","4/9","unknown","0.41m SCT/ccd....","Comet is very low in SE sky with haze; coma is open and diffuse with slight central conds. (*m2-17.0ccd); in very star-poor field",""
"1641","2003-11-30 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2002 T5 (LINEAR)","2003/11/30","16.7","9""","5/9","none","0.41m SCT/ccd....","Small, but open and diffuse",""
"1647","2003-12-07 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2002 T7 (LINEAR)","2003/12/07","~8.5 (*)","78"" x 70""","7/9","99","0.41m SCT/ccd....","Comet is developing very nicely with very diffuse and broad tail now nearly due east (PA 99deg.); the nucleus of this comet is now WELL defined (*m2=11.6) and very contrasting to a very uniform and transparent coma that is much less elliptical than in previous months; some NE offset of coma from nuclear center is noted",""
"1651","2003-12-08 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2002 T7 (LINEAR)","2003/12/08","11.6 (m2)","~70""","7/9","see below","0.41m SCT/ccd....","Comet has two distinct tail components that are developing nicely within the past two days; these are not visible visually, but do show up distinctly via ccd: first is in PA 130 deg., and second at PA 355 deg, both appearing as tapering ""streamers"" emanting from distinct inner coma surrounding nucleus; very poor conditions with strong full moonlight and much scatter",""
"1654","2003-12-11 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2002 T5 (LINEAR)","2003/12/11","16.4","9""","6/9","none","0.41m SCT/ccd....","Open, diffuse, fairly easy in spite of near full moonlight nearby",""
"1656","2003-12-12 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 T2 (LINEAR)","2003/12/12","16.3","9""","5/9","none","0.41m SCT/ccd....","Slightly diffuse, small in very strong moonlight",""
"1657","2003-12-12 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 T4 (LINEAR)","2003/12/12","16.9","9""","7/9","none","0.41m SCT/ccd....","Very small and slightly diffuse; difficult in bright moonlight",""
"1658","2003-12-15 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2002 LZ11 (LINEAR)","2003/12/15","17.9","8""","4/9","none","0.41m SCT/ccd....","Very small and diffuse, quite open",""
"1667","2003-12-19 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 T2 (LINEAR)","2003/12/19","16.7","11""","4/9","357","0.41m SCT/ccd....","Continued diffuse with no stellar core; a distinct but very vague tail extends nearly northward (357 deg. PA)",""
"1673","2003-12-25 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 V1 (LINEAR)","2003/12/25","16.9","8""","7/9","none","0.41m SCT/ccd....","Very small, slightly diffuse in very star-poor region",""
"1674","2003-12-26 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2002 T5 (LINEAR)","2003/12/26","16.7","9""","6/9","none","0.41m SCT/ccd....","A diffuse round comet with very little central conds; uniform",""
"1676","2003-12-31 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 V1 (LINEAR)","2003/12/31","17.2","8""","4/9","none","0.41m SCT/ccd....","Comet is very open; very little central conds.",""
"1677","2003-12-31 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","118P Shoemaker-Levy","2003/12/31","16.1 (*)","10""","3/9","287","0.41m SCT/ccd....","Very vague tail in PA 287 appearing slightly arched; coma is very open and condensed with very faint suspected central conds. (*m2=17.7ccd); easy target in star-poor area",""
"1679","2004-01-03 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","123P West-Hartley","2004/01/03","14.8","13""","4/9","n/a","0.41m SCT/ccd....","Comet imaged/measured in twilight with strong winds; very diffuse, some central conds (*m2=15.5ccd); no tail detected in conditions",""
"1683","2004-01-15 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2001 HT50 (LINEAR-NEAT)","2004/01/15","13.8","25""","4/9","69","0.41m SCT/ccd....","Very nice straight tail in PA 68 degrees, with secondary ""hump"" extension nearly due south of coma, possible tail feature; diffuse and large even though low in SE sky",""
"1685","2004-01-20 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2004 A1","2004/01/20","17.9","8""","6/9","none","0.41m SCT/ccd....","Newly designated comet from asteroidal class object; indeed showing very slight diffusity to coma, not stellar but very small and faint; moving slowly southeast",""
"1689","2004-01-22 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 T2 (LINEAR)","2004/01/22","17.4","9""","6/9","none","0.41m SCT/ccd....","Very small, noticeably diffuse but very faint",""
"1690","2004-01-22 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2004 A1","2004/01/22","18.0","<8""","8/9","none","0.41m SCT/ccd....","Very small, with only a suggestion of nebulosity",""
"1691","2004-01-23 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2004 A1","2004/01/23","18.0","8""","8/9","none","0.41m SCT/ccd....","Object is pretty much stellar in nature, and any nebulosity would be suspect; very small",""
"1692","2004-01-23 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 V1 (LINEAR)","2004/01/23","16.8","12""","3/9","irreg.","0.41m SCT/ccd....","A very diffuse, open and irregular coma, no tail nor central conds.",""
"1693","2004-01-26 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 T2 (LINEAR)","2004/01/26","17.6","8""","5/9","none","0.41m SCT/ccd....","Very faint and small, nearly starlike but suggestion of nebulosity compared to ccd star field",""
"1699","2004-02-16 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","40P Vaisala","2004/02/16","15.9 (m2)","n/a","4/9","n/a","0.41m SCT/ccd....","Very vague, difficult with only a slight concentration for astrometric centroid",""
"1700","2004-02-22 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2003 WC7 (LINEAR-Catalina)","2004/02/22","17.6","10""","4/9","none","0.41m SCT/ccd....","Slightly diffuse, difficult object",""
"1703","2004-03-07 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","40P Vaisala","2004/03/07","15.2 (m2)","14""","4/9","n/a","0.41m SCT/ccd....","Total magnitude est. not possible due to low altitude of comet and very strong full moonlight; imaged astrometrically",""
"1707","2004-04-01 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","40P Vaisala","2004/04/01","14.7 (*)","25""","6/9","wide fan, we","0.41m SCT/ccd....","A very fine and broad fanned tail west of the coma; spanning 252-310 deg. PA; coma, not round but conforming to shape of tail,  is sharply differentiated in brightness, with the inner half markedly brighter (*m2=16.9ccd)",""
"1708","2004-04-01 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","40P Vaisala","2004/04/01","14.7","","","","0.41m SCT/ccd....","See previous data for physical information of comet; note the very irregular nature of the tail, possible segmented to the west. Negative image","40p_0401.jpg"
"1709","2004-04-04 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","P/2004 CB (LINEAR)","2004/04/04","15.5","13""","5/9","~275","0.41m SCT/ccd....","Very concentrated coma, no indication of nucleus; uniformly bright with possible tail in PA 275 deg; moving rapidly east",""
"1711","2004-04-08 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","40P Vaisala","2004/04/08","16.7 (m2)","~11"" moon","4/9","west","0.41m SCT/ccd....","Faint indication of tail in PA 270, but very strong moonlight and high fog; m1 and physical characteristics not possible under conditions",""
"1712","2004-04-08 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 K4 (LINEAR)","2004/04/08","11.4 (*)","26""","5/9","none","0.41m SCT/ccd....","Very round, pronounced in rich star field; comet is all coma, with no indication of tail; easy target in spite of strong moonlight; *m2=14.6ccd",""
"1713","2004-04-14 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","117P Helin-Roman-Alu","2004/04/14","16.9","8""","5/9","n/a","0.41m SCT/ccd....","Very small and not stellar; no distinct nucleus nor tail; fairly difficult object",""
"1715","2004-04-14 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","40P Vaisala","2004/04/14","15.1","19""","4/9","west","0.41m SCT/ccd....","A very faint tail nearly due west of a quite diffuse and open coma; very little central condensation",""
"1717","2004-04-27 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","81P Wild 2","2004/04/27","16.3","10""","3/9","n/a","0.41m SCT/ccd....","Very open and diffuse with no tail visible; in appulse with similar mag. star",""
"1719","2004-04-28 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2001 K5 (LINEAR)","2004/04/28","16.3","8""","7/9","~180","0.41m SCT/ccd....","The very pronounced tail that has been present with this comet is not seen after many months of observations; comet is very small, condensed with possibly a short extension in PA 180 deg.",""
"1720","2004-04-28 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2003 K4 (LINEAR)","2004/04/28","11.5 (*)","42""","4/9","233","0.41m SCT/ccd....","Short ""tadpole tail"" in PA 233, rapidly tapering; comet has very large and concentrated coma with faint (*m2-14.5ccd) nucleus; slightly brighter in beautiful star field",""
"1721","2004-05-06 00:00:00","P. Clay Sherrod","ASO - Petit Jean H41","C/2001 Q4 (NEAT)","2004/05/06","PHOTO","","","","0.41m SCT/ccd....","Showing extraordinary detail in the very center of the comet, as imaged with the f/3.3 0.41m SCT at ASO.","q4_May6.jpg"
"1723","2004-05-16 00:00:00","P. Clay Sherrod","","P/2004 HC18 (LINEAR)","2004/05/16","17.4","8""","6/9","none","0.41m SCT/ccd....10x50B","",""
"1724","2004-05-16 00:00:00","P. Clay Sherrod","","40P Vaisala","2004/05/16","14.7","22""","4/9","295","0.41m SCT/ccd....10x50B","Very faint tail noted via ccd in PA 295; comet is open and diffuse with little central conds., coma appears slightly irregular",""
"1725","2004-05-19 00:00:00","P. Clay Sherrod","","P/2004 HC18 (LINEAR)","2004/05/19","17.8 (m2)","7""","6/9","n/a","0.41m SCT/ccd....10x50B","Appears quite concentrated and stellar; no coma nor tail",""
"1726","2004-06-12 00:00:00","P. Clay Sherrod","","81P Wild 2","2004/06/12","16.3 (*)","12""","5/9","none","0.41m SCT/ccd....10x50B","Comet is diffuse and fairly easy target, albeit low in SE; no tail and very slight central conds (*m2=17.4ccd)",""
"1728","2004-08-26 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","88P - Howell","2004/08/26","16.5","11""","7/9","none","0.41m SCT/ccd....10x50B","Small, round and slightly concentrated; no tail",""
"1736","2004-12-12 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 U1 (LINEAR)","2004/12/12","15.2 (*)","22""","7/9","none","0.41m SCT/ccd...","Very nice, highly condensed comet, with compressed coma (*m2=16.2ccd)and very little outer nebulosity noted (d=22""); comet is moving relatively rapid to the NW; extended ccd shows no indication of tail",""
"1737","2004-12-12 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2003 T3 (Tabur)","2004/12/12","16.1","10""","6/9","none","0.41m SCT/ccd...","Coma differentiated in inner and outer with strong condensation (*m2=17.3ccd); no tail",""
"1738","2004-12-17 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 U1 (LINEAR)","2004/12/17","14.6 (*)","15""","5/9","possible 227","0.41m SCT/ccd...","A very interesting fast-moving comet; very compact and uniformly bright across round coma; possible very short tail (stubby, via CCD) in PA 227. Brightness and uniformity resemble planetary neb. of same magnitude",""
"1739","2004-12-20 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 U1 (LINEAR)","2004/12/20","14.4 (*)","21""","6/9","none","0.41m SCT/ccd...","This circumpolar comet is nearly perfectly spheroid shaped with a very concentrated coma and no tail; moving rapidly still to the NE. (*m2=15.6ccd)",""
"1740","2004-12-20 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 RG113 (LINEAR)","2004/12/20","17.1 (*)","11""","3/9","irreg.","0.41m SCT/ccd...","Very diffuse and irregular appearing around coma perimeter; some central conds. (*m2=18.0ccd)",""
"1741","2004-12-20 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2003 T3 (Tabur)","2004/12/20","16.7 (*)","13""x8""","2/9","elongated","0.41m SCT/ccd...","Comet coma is elongated and irregular in SE-NW direction; very diffuse and open with very little central conds. (*m2=17.0ccd)",""
"1742","2004-12-21 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 U1 (LINEAR)","2004/12/21","14.7 (*)","17""","7/9","216","0.41m SCT/ccd...","A very faint but distinct tail in PA 216 deg. stretches about 36"" from highly concentrated coma; comet is more condensed than previous and continues rapid motion to the NE (*m2=15.8ccd)",""
"1744","2005-01-24 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 RG113 (LINEAR)","2005/01/24","16.9 (*)","9""","7/9","none","0.41m SCT/ccd...","Very condensed (*m2=17.3ccd) and appearing nearly stellar in bright full moonlight nearby",""
"1747","2005-05-05 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 K1 (Catalina)","2005/05/05","15.4 (*)","~11""","7/9","slight 160","0.41m SCT/ccd...","A very slight elongation in PA 160 degree, more of an extension of the coma than a tail; very compact, but clearly diffuse (*m2=16.8ccd); moving quite rapidly",""
"1749","2005-05-18 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","P/2005 JQ5 (Catalina)","2005/05/18","16.5 (*)","9""","8/9","none","0.41m SCT/ccd...","Moving rapidly, and only very slightly diffuse; could easily be mistaken for asteroid; no tail and only slight coma (9"")",""
"1750","2005-05-18 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2005 B1 (Christensen)","2005/05/18","16.8 (*)","8""","7/9","round","0.41m SCT/ccd...","Quite round, compact and nearly stellar; very little nebulosity seen (*m2=17.4ccd); no tail",""
"1754","2005-05-20 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2004 K1 (Catalina)","2005/05/20","14,8 (*)","15""","6/9","126","0.41m SCT/ccd...","Broad but short tail in PA ~126deg; difficult in strong gibbous moonlight; somewhat distinct nuclear center (*m2=16.2ccd)",""
"1757","2005-05-26 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain South - H45","C/2005 K1 (Skiff)","2005/05/26","16.8 (*)","~9""","7/9","none","0.41m SCT @ f/3.3 ccd","Comet is uniformly round with a slight central Conds. (*m2=17.9ccd); no tail, very small and compact",""
"1758","2005-05-26 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain South - H45","C/2004 K1 (Catalina)","2005/05/26","15.8 (*)","10"" moonligh","7/9","n/a","0.41m SCT @ f/3.3 ccd","Very strong moonlight and high intermittent clouds; comet appears small (10"") with no tail; fairly strong central conds. (*m2=16.1ccd)",""
"1763","2005-06-03 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","C/2005 K1 (Skiff)","2005/06/03","15.9","9""","7/9","none","0.41m SCT/ccd...","Very compact and small; little indication of central condensation, although CCD readings indicate m2=16.8; no tail and only slightly diffuse",""
"1764","2005-06-08 00:00:00","P. Clay Sherrod","ASO Petit Jean Mountain","P/2005 JY126 (Catalina)","2005/06/08","17.7 (*)","7""","5/9","none","0.41m SCT/ccd...","A very difficult object due to a very low surface brightness and nebulosity...appears without any distinct central core (*m2-18.3ccd) and round, very diffuse",""
